# WARNCELLID;NAME;KURZNAME;KENNUNG (SIGN)
803151037;Gemeinde Wasbüttel;Wasbüttel;
803151038;Gemeinde Wesendorf;Wesendorf;
803151039;Gemeinde Weyhausen;Weyhausen;
803151040;Stadt Wittingen;Wittingen;
803151041;Gemeinde Didderse;Didderse;
803151501;Gemeindefreies Gebiet Giebel;Gfr Geb Giebel;
803152001;Gemeinde Adelebsen;Adelebsen;
803152002;Gemeinde Bilshausen;Bilshausen;
803152003;Gemeinde Bodensee;Bodensee;
803152004;Gemeinde Bovenden;Bovenden;
803152005;Gemeinde Bühren;Bühren;
803152006;Stadt Dransfeld;Dransfeld;
803152007;Stadt Duderstadt;Duderstadt;
803152008;Gemeinde Ebergötzen;Ebergötzen;
803152009;Gemeinde Friedland;Friedland;
803152010;Gemeinde Gieboldehausen;Gieboldehausen;
803152011;Gemeinde Gleichen;Gleichen;
803152012;Stadt Göttingen;Göttingen;
803152013;Gemeinde Jühnde;Jühnde;
803152014;Gemeinde Krebeck;Krebeck;
803152015;Gemeinde Landolfshausen;Landolfshausen;
803152016;Stadt Hann. Münden;Hann. Münden;
803152017;Gemeinde Niemetal;Niemetal;
803152018;Gemeinde Obernfeld;Obernfeld;
803152019;Gemeinde Rhumspringe;Rhumspringe;
803152020;Gemeinde Rollshausen;Rollshausen;
803152021;Gemeinde Rosdorf;Rosdorf (Gö);
803152022;Gemeinde Rüdershausen;Rüdershausen;
803152023;Gemeinde Scheden;Scheden;
803152024;Gemeinde Seeburg;Seeburg;
803152025;Gemeinde Seulingen;Seulingen;
803152026;Gemeinde Staufenberg;Staufenberg;
803152027;Gemeinde Waake;Waake;
803152028;Gemeinde Wollbrandshausen;Wollbrandshaus.;
803152029;Gemeinde Wollershausen;Wollershausen;
803153002;Stadt Bad Harzburg;Bad Harzburg;
803153006;Gemeinde Hahausen;Hahausen;
803153007;Stadt Langelsheim;Langelsheim;
803153008;Gemeinde Liebenburg;Liebenburg;
803153009;Gemeinde Lutter am Barenberge;Lutter/Barenb.;
803153012;Stadt Seesen;Seesen;
803153014;Gemeinde Wallmoden;Wallmoden;
803153016;Stadt Braunlage;Braunlage;
803153017;Stadt Goslar;Goslar;
803153018;Gemeinde Clausthal-Zellerfeld;Claus.-Zellerf.;
803153504;Gemeindefreies Gebiet Harz (Landkreis Goslar);Gfr.Geb Harz GS;
803154001;Gemeinde Bahrdorf;Bahrdorf;
803154002;Gemeinde Beierstedt;Beierstedt;
803154003;Gemeinde Büddenstedt;Büddenstedt;
803154004;Gemeinde Danndorf;Danndorf;
803154005;Gemeinde Frellstedt;Frellstedt;
803154006;Gemeinde Gevensleben;Gevensleben;
803154007;Gemeinde Grafhorst;Grafhorst;
803154008;Gemeinde Grasleben;Grasleben;
803154009;Gemeinde Groß Twülpstedt;Groß Twülpstedt;
803154010;Stadt Helmstedt;Helmstedt;
803154011;Gemeinde Ingeleben;Ingeleben;
803154012;Gemeinde Jerxheim;Jerxheim;
803154013;Stadt Königslutter am Elm;Königsl. am Elm;
803154014;Gemeinde Lehre;Lehre;
803154015;Gemeinde Mariental;Mariental;
803154016;Gemeinde Querenhorst;Querenhorst;
803154017;Gemeinde Räbke;Räbke;
803154018;Gemeinde Rennau;Rennau;
803154019;Stadt Schöningen;Schöningen;
803154020;Gemeinde Söllingen;Söllingen;
803154021;Gemeinde Süpplingen;Süpplingen;
803154022;Gemeinde Süpplingenburg;Süpplingenburg;
803154023;Gemeinde Twieflingen;Twieflingen;
803154024;Gemeinde Velpke;Velpke;
803154025;Gemeinde Warberg;Warberg;
803154026;Gemeinde Wolsdorf;Wolsdorf;
803154501;Gemeindefreies Gebiet Brunsleberfeld;G.frei Brunsl.;
803154502;Gemeindefreies Gebiet Helmstedt;Gfr Geb Helmst.;
803154503;Gemeindefreies Gebiet Königslutter;GfrGeb Königsl.;
803154504;Gemeindefreies Gebiet Mariental;GfrG Mariental;
803154506;Gemeindefreies Gebiet Schöningen;GfrG Schöningen;
803155001;Stadt Bad Gandersheim;Bad Gandersheim;
803155002;Gemeinde Bodenfelde;Bodenfelde;
803155003;Stadt Dassel;Dassel;
803155005;Stadt Hardegsen;Hardegsen;
803155006;Gemeinde Kalefeld;Kalefeld;
803155007;Gemeinde Katlenburg-Lindau;Katlenburg-Lind;
803155009;Stadt Moringen;Moringen;
803155010;Gemeinde Nörten-Hardenberg;Nörten-Hardenbg;
803155011;Stadt Northeim;Northeim;
803155012;Stadt Uslar;Uslar;
803155013;Stadt Einbeck;Einbeck;
803155501;Gemeindefreies Gebiet Solling (Landkreis Northeim);Gfr Solling NOM;
803156002;Stadt Bad Lauterberg im Harz;B.Lauterb./Harz;
803156003;Stadt Bad Sachsa;Bad Sachsa;
803156006;Gemeinde Elbingerode;Elbingerode;
803156008;Gemeinde Hattorf am Harz;Hattorf am Harz;
803156009;Stadt Herzberg am Harz;Herzberg a Harz;
803156010;Gemeinde Hörden am Harz;Hörden am Harz;
803156011;Stadt Osterode am Harz;Osterode/Harz;
803156012;Gemeinde Walkenried;Walkenried;
803156013;Gemeinde Wieda;Wieda;
803156015;Gemeinde Wulften am Harz;Wulften am Harz;
803156016;Gemeinde Zorge;Zorge;
803156017;Gemeinde Bad Grund (Harz);B. Grund (Harz);
803156501;Gemeindefreies Gebiet Harz (Landkreis Osterode);GfrG Harz OHA;
803157001;Gemeinde Edemissen;Edemissen;
803157002;Gemeinde Hohenhameln;Hohenhameln;
803157005;Gemeinde Lengede;Lengede;
803157006;Stadt Peine;Peine;
803157007;Gemeinde Vechelde;Vechelde;
803157008;Gemeinde Wendeburg;Wendeburg;
803157009;Gemeinde Ilsede;Ilsede;
803158002;Gemeinde Baddeckenstedt;Baddeckenstedt;
803158004;Gemeinde Burgdorf;Burgdorf (WF);
803158005;Gemeinde Cramme;Cramme;
803158006;Gemeinde Cremlingen;Cremlingen;
803158007;Gemeinde Dahlum;Dahlum;
803158008;Gemeinde Denkte;Denkte;
803158009;Gemeinde Dettum;Dettum;
803158010;Gemeinde Dorstadt;Dorstadt;
803158011;Gemeinde Elbe;Elbe;
803158012;Gemeinde Erkerode;Erkerode;
803158013;Gemeinde Evessen;Evessen;
803158014;Gemeinde Flöthe;Flöthe;
803158016;Gemeinde Haverlah;Haverlah;
803158017;Gemeinde Hedeper;Hedeper;
803158018;Gemeinde Heere;Heere;
803158019;Gemeinde Heiningen;Heiningen;
803158021;Gemeinde Kissenbrück;Kissenbrück;
803158022;Gemeinde Kneitlingen;Kneitlingen;
803158023;Gemeinde Ohrum;Ohrum;
803158024;Gemeinde Remlingen;Remlingen;
803158025;Gemeinde Roklum;Roklum;
803158027;Stadt Schöppenstedt;Schöppenstedt;
803158028;Gemeinde Sehlde;Sehlde;
803158029;Gemeinde Semmenstedt;Semmenstedt;
803158030;Gemeinde Sickte;Sickte;
803158031;Gemeinde Uehrde;Uehrde;
803158032;Gemeinde Vahlberg;Vahlberg;
803158033;Gemeinde Veltheim (Ohe);Veltheim (Ohe);
803158035;Gemeinde Winnigstedt;Winnigstedt;
803158036;Gemeinde Wittmar;Wittmar;
803158037;Stadt Wolfenbüttel;Wolfenbüttel;
803158038;Gemeinde Börßum;Börßum;
803158039;Gemeinde Schladen-Werla;Schladen-Werla;
803158501;Gemeindefreies Gebiet Am Großen Rhode;GfrG Am Gr.Rhod;
803158502;Gemeindefreies Gebiet Barnstorf-Warle;GfrG Barn.-Warl;
803158503;Gemeindefreies Gebiet Voigtsdahlum;Gfrei Voigtsda;
803241001;Stadt Hannover;Hannover;
803241002;Stadt Barsinghausen;Barsinghausen;
803241003;Stadt Burgdorf;Burgdorf (H);
803241004;Stadt Burgwedel;Burgwedel;
803241005;Stadt Garbsen;Garbsen;
803241006;Stadt Gehrden;Gehrden;
803241007;Stadt Hemmingen;Hemmingen;
803241008;Gemeinde Isernhagen;Isernhagen;
803241009;Stadt Laatzen;Laatzen;
803241010;Stadt Langenhagen;Langenhagen;
803241011;Stadt Lehrte;Lehrte;
803241012;Stadt Neustadt am Rübenberge;Neust./Rübenbg.;
803241013;Stadt Pattensen;Pattensen;
803241014;Stadt Ronnenberg;Ronnenberg;
803241015;Stadt Seelze;Seelze;
803241016;Stadt Sehnde;Sehnde;
803241017;Stadt Springe;Springe;
803241018;Gemeinde Uetze;Uetze;
803241019;Gemeinde Wedemark;Wedemark;
803241020;Gemeinde Wennigsen (Deister);Wennigs/Deister;
803241021;Stadt Wunstorf;Wunstorf;
803251001;Gemeinde Affinghausen;Affinghausen;
803251002;Gemeinde Asendorf;Asendorf (DH);
803251003;Gemeinde Bahrenborstel;Bahrenborstel;
803251004;Gemeinde Barenburg;Barenburg;
803251005;Gemeinde Barnstorf;Barnstorf;
803251006;Gemeinde Barver;Barver;
803251007;Stadt Bassum;Bassum;
803251008;Gemeinde Borstel;Borstel (DH);
803251009;Gemeinde Brockum;Brockum;
803251011;Gemeinde Dickel;Dickel;
803251012;Stadt Diepholz;Diepholz;
803251013;Gemeinde Drebber;Drebber;
803251014;Gemeinde Drentwede;Drentwede;
803251015;Gemeinde Ehrenburg;Ehrenburg;
803251017;Gemeinde Eydelstedt;Eydelstedt;
803251018;Gemeinde Freistatt;Freistatt;
803251019;Gemeinde Hemsloh;Hemsloh;
803251020;Gemeinde Hüde;Hüde;
803251021;Gemeinde Kirchdorf;Kirchdorf;
803251022;Gemeinde Lembruch;Lembruch;
803251023;Gemeinde Lemförde;Lemförde;
803251024;Gemeinde Maasen;Maasen;
803251025;Gemeinde Marl;Marl;
803251026;Gemeinde Martfeld;Martfeld;
803251027;Gemeinde Mellinghausen;Mellinghausen;
803251028;Gemeinde Neuenkirchen;Neuenk. (DH);
803251029;Gemeinde Quernheim;Quernheim;
803251030;Gemeinde Rehden;Rehden;
803251031;Gemeinde Scholen;Scholen;
803251032;Gemeinde Schwaförden;Schwaförden;
803251033;Gemeinde Schwarme;Schwarme;
803251034;Gemeinde Siedenburg;Siedenburg;
803251035;Gemeinde Staffhorst;Staffhorst;
803251036;Gemeinde Stemshorn;Stemshorn;
803251037;Gemeinde Stuhr;Stuhr;
803251038;Gemeinde Sudwalde;Sudwalde;
803251039;Gemeinde Süstedt;Süstedt;
803251040;Stadt Sulingen;Sulingen;
803251041;Stadt Syke;Syke;
803251042;Stadt Twistringen;Twistringen;
803251043;Gemeinde Varrel;Varrel;
803251044;Gemeinde Wagenfeld;Wagenfeld;
803251045;Gemeinde Wehrbleck;Wehrbleck;
803251046;Gemeinde Wetschen;Wetschen;
803251047;Gemeinde Weyhe;Weyhe;
803251048;Gemeinde Bruchhausen-Vilsen;Bruchh.-Vilsen;
803252001;Gemeinde Aerzen;Aerzen;
803252002;Stadt Bad Münder am Deister;B.Mün./Deister;
803252003;Stadt Bad Pyrmont;Bad Pyrmont;
803252004;Gemeinde Coppenbrügge;Coppenbrügge;
803252005;Gemeinde Emmerthal;Emmerthal;
803252006;Stadt Hameln;Hameln;
803252007;Stadt Hessisch Oldendorf;Hess. Oldendorf;
803252008;Gemeinde Salzhemmendorf;Salzhemmendorf;
803254001;Gemeinde Adenstedt;Adenstedt;
803254002;Stadt Alfeld (Leine);Alfeld (Leine);
803254003;Gemeinde Algermissen;Algermissen;
803254004;Gemeinde Almstedt;Almstedt;
803254005;Stadt Bad Salzdetfurth;BadSalzdetfurth;
803254006;Gemeinde Banteln;Banteln;
803254007;Gemeinde Betheln;Betheln;
803254008;Stadt Bockenem;Bockenem;
803254009;Gemeinde Brüggen;Brüggen;
803254010;Gemeinde Despetal;Despetal;
803254011;Gemeinde Diekholzen;Diekholzen;
803254012;Gemeinde Eberholzen;Eberholzen;
803254013;Gemeinde Eime;Eime;
803254014;Stadt Elze;Elze;
803254015;Gemeinde Everode;Everode;
803254016;Gemeinde Freden (Leine);Freden (Leine);
803254017;Gemeinde Giesen;Giesen;
803254018;Stadt Gronau (Leine);Gronau (Leine);
803254019;Gemeinde Harbarnsen;Harbarnsen;
803254020;Gemeinde Harsum;Harsum;
803254021;Stadt Hildesheim;Hildesheim;
803254022;Gemeinde Holle;Holle;
803254023;Gemeinde Lamspringe;Lamspringe;
803254024;Gemeinde Landwehr;Landwehr;
803254025;Gemeinde Neuhof;Neuhof;
803254026;Gemeinde Nordstemmen;Nordstemmen;
803254027;Gemeinde Rheden;Rheden;
803254028;Stadt Sarstedt;Sarstedt;
803254029;Gemeinde Schellerten;Schellerten;
803254030;Gemeinde Sehlem;Sehlem;
803254031;Gemeinde Sibbesse;Sibbesse;
803254032;Gemeinde Söhlde;Söhlde;
803254033;Gemeinde Westfeld;Westfeld;
803254034;Gemeinde Winzenburg;Winzenburg;
803254035;Gemeinde Woltershausen;Woltershausen;
803254036;Gemeinde Coppengrave;Coppengrave;
803254037;Gemeinde Duingen;Duingen;
803254038;Gemeinde Hoyershausen;Hoyershausen;
803254039;Gemeinde Marienhagen;Marienhagen;
803254040;Gemeinde Weenzen;Weenzen;
803255001;Gemeinde Arholzen;Arholzen;
803255002;Gemeinde Bevern;Bevern (HOL);
803255003;Stadt Bodenwerder;Bodenwerder;
803255004;Gemeinde Boffzen;Boffzen;
803255005;Gemeinde Brevörde;Brevörde;
803255007;Gemeinde Deensen;Deensen;
803255008;Gemeinde Delligsen;Delligsen;
803255009;Gemeinde Derental;Derental;
803255010;Gemeinde Dielmissen;Dielmissen;
803255012;Gemeinde Eimen;Eimen;
803255013;Stadt Eschershausen;Eschershausen;
803255014;Gemeinde Fürstenberg;Fürstenberg;
803255015;Gemeinde Golmbach;Golmbach;
803255016;Gemeinde Halle;Halle (HOL);
803255017;Gemeinde Hehlen;Hehlen;
803255018;Gemeinde Heinade;Heinade;
803255019;Gemeinde Heinsen;Heinsen;
803255020;Gemeinde Heyen;Heyen;
803255021;Gemeinde Holenberg;Holenberg;
803255022;Gemeinde Holzen;Holzen;
803255023;Stadt Holzminden;Holzminden;
803255025;Gemeinde Kirchbrak;Kirchbrak;
803255026;Gemeinde Lauenförde;Lauenförde;
803255027;Gemeinde Lenne;Lenne;
803255028;Gemeinde Lüerdissen;Lüerdissen;
803255030;Gemeinde Negenborn;Negenborn;
803255031;Gemeinde Ottenstein;Ottenstein;
803255032;Gemeinde Pegestorf;Pegestorf;
803255033;Gemeinde Polle;Polle;
803255034;Stadt Stadtoldendorf;Stadtoldendorf;
803255035;Gemeinde Vahlbruch;Vahlbruch;
803255036;Gemeinde Wangelnstedt;Wangelnstedt;
803255501;Gemeindefreies Gebiet Boffzen;Gemfrei Boffzen;
803255502;Gemeindefreies Gebiet Eimen;Gemfrei Eimen;
803255503;Gemeindefreies Gebiet Eschershausen;GfrG Eschersh.;
803255504;Gemeindefreies Gebiet Grünenplan;GfrG Grünenplan;
803255505;Gemeindefreies Gebiet Holzminden;GfrG Holzminden;
803255506;Gemeindefreies Gebiet Merxhausen;GemfrGeb Merxh.;
803255508;Gemeindefreies Gebiet Wenzen;Gfr Geb Wenzen;
803256001;Gemeinde Balge;Balge;
803256002;Gemeinde Binnen;Binnen;
803256003;Gemeinde Bücken;Bücken;
803256004;Gemeinde Diepenau;Diepenau;
803256005;Gemeinde Drakenburg;Drakenburg;
803256006;Gemeinde Estorf;Estorf (NI);
803256007;Gemeinde Eystrup;Eystrup;
803256008;Gemeinde Gandesbergen;Gandesbergen;
803256009;Gemeinde Hämelhausen;Hämelhausen;
803256010;Gemeinde Hassel (Weser);Hassel (Weser);
803256011;Gemeinde Haßbergen;Haßbergen;
803256012;Gemeinde Heemsen;Heemsen;
803256013;Gemeinde Hilgermissen;Hilgermissen;
803256014;Stadt Hoya;Hoya;
803256015;Gemeinde Hoyerhagen;Hoyerhagen;
803256016;Gemeinde Husum;Gemeinde Husum;
803256017;Gemeinde Landesbergen;Landesbergen;
803256018;Gemeinde Leese;Leese;
803256019;Gemeinde Liebenau;Liebenau;
803256020;Gemeinde Linsburg;Linsburg;
803256021;Gemeinde Marklohe;Marklohe;
803256022;Stadt Nienburg (Weser);Nienbg. (Weser);
803256023;Gemeinde Pennigsehl;Pennigsehl;
803256024;Gemeinde Raddestorf;Raddestorf;
803256025;Stadt Rehburg-Loccum;Rehburg-Loccum;
803256026;Gemeinde Rodewald;Rodewald;
803256027;Gemeinde Rohrsen;Rohrsen;
803256028;Gemeinde Schweringen;Schweringen;
803256029;Gemeinde Steimbke;Steimbke;
803256030;Gemeinde Steyerberg;Steyerberg;
803256031;Gemeinde Stöckse;Stöckse;
803256032;Gemeinde Stolzenau;Stolzenau;
803256033;Gemeinde Uchte;Uchte;
803256034;Gemeinde Warmsen;Warmsen;
803256035;Gemeinde Warpe;Warpe;
803256036;Gemeinde Wietzen;Wietzen;
803257001;Gemeinde Ahnsen;Ahnsen;
803257002;Gemeinde Apelern;Apelern;
803257003;Gemeinde Auetal;Auetal;
803257004;Gemeinde Auhagen;Auhagen;
803257005;Gemeinde Bad Eilsen;Bad Eilsen;
803257006;Stadt Bad Nenndorf;Bad Nenndorf;
803257007;Gemeinde Beckedorf;Beckedorf;
803257008;Gemeinde Buchholz;Buchholz (SHG);
803257009;Stadt Bückeburg;Bückeburg;
803257010;Gemeinde Hagenburg;Hagenburg;
803257011;Gemeinde Haste;Haste;
803257012;Gemeinde Heeßen;Heeßen;
803257013;Gemeinde Helpsen;Helpsen;
803257014;Gemeinde Hespe;Hespe;
803257015;Gemeinde Heuerßen;Heuerßen;
803257016;Gemeinde Hohnhorst;Hohnhorst;
803257017;Gemeinde Hülsede;Hülsede;
803257018;Gemeinde Lauenau;Lauenau;
803257019;Gemeinde Lauenhagen;Lauenhagen;
803257020;Gemeinde Lindhorst;Lindhorst;
803257021;Gemeinde Lüdersfeld;Lüdersfeld;
803257022;Gemeinde Luhden;Luhden;
803257023;Gemeinde Meerbeck;Meerbeck;
803257024;Gemeinde Messenkamp;Messenkamp;
803257025;Gemeinde Niedernwöhren;Niedernwöhren;
803257026;Gemeinde Nienstädt;Nienstädt;
803257027;Gemeinde Nordsehl;Nordsehl;
803257028;Stadt Obernkirchen;Obernkirchen;
803257029;Gemeinde Pohle;Pohle;
803257030;Gemeinde Pollhagen;Pollhagen;
803257031;Stadt Rinteln;Rinteln;
803257032;Stadt Rodenberg;Rodenberg;
803257033;Stadt Sachsenhagen;Sachsenhagen;
803257034;Gemeinde Seggebruch;Seggebruch;
803257035;Stadt Stadthagen;Stadthagen;
803257036;Gemeinde Suthfeld;Suthfeld;
803257037;Gemeinde Wiedensahl;Wiedensahl;
803257038;Gemeinde Wölpinghausen;Wölpinghausen;
803351001;Gemeinde Adelheidsdorf;Adelheidsdorf;
803351002;Gemeinde Ahnsbeck;Ahnsbeck;
803351003;Gemeinde Beedenbostel;Beedenbostel;
803351004;Stadt Bergen;Bergen;
803351005;Gemeinde Bröckel;Bröckel;
803351006;Stadt Celle;Celle;
803351007;Gemeinde Eicklingen;Eicklingen;
803351008;Gemeinde Eldingen;Eldingen;
803351010;Gemeinde Faßberg;Faßberg;
803351012;Gemeinde Hambühren;Hambühren;
803351015;Gemeinde Hohne;Hohne;
803351016;Gemeinde Lachendorf;Lachendorf;
803351017;Gemeinde Langlingen;Langlingen;
803351018;Gemeinde Nienhagen;Nienhagen / SH;
803351021;Gemeinde Wathlingen;Wathlingen;
803351022;Gemeinde Wienhausen;Wienhausen;
803351023;Gemeinde Wietze;Wietze;
803351024;Gemeinde Winsen (Aller);Winsen (Aller);
803351025;Gemeinde Eschede;Eschede;
803351026;Gemeinde Südheide;Südheide;
803351501;Gemeindefreies Gebiet Lohheide;GfrGeb Lohheide;
803352002;Gemeinde Armstorf;Armstorf;
803352004;Gemeinde Belum;Belum;
803352008;Gemeinde Bülkau;Bülkau;
803352009;Gemeinde Cadenberge;Cadenberge;
803352011;Stadt Cuxhaven;Cuxhaven;
803352018;Gemeinde Geversdorf;Geversdorf;
803352020;Gemeinde Hechthausen;Hechthausen;
803352022;Stadt Hemmoor;Hemmoor;
803352024;Gemeinde Hollnseth;Hollnseth;
803352025;Gemeinde Ihlienworth;Ihlienworth;
803352029;Gemeinde Lamstedt;Lamstedt;
803352032;Gemeinde Loxstedt;Loxstedt;
803352036;Gemeinde Mittelstenahe;Mittelstenahe;
803352038;Gemeinde Neuenkirchen;Neuenk. (CUX);
803352039;Gemeinde Neuhaus (Oste);Neuhaus (Oste);
803352041;Gemeinde Nordleda;Nordleda;
803352042;Gemeinde Oberndorf;Oberndorf;
803352043;Gemeinde Odisheim;Odisheim;
803352044;Gemeinde Osten;Osten;
803352045;Gemeinde Osterbruch;Osterbruch;
803352046;Stadt Otterndorf;Otterndorf;
803352050;Gemeinde Schiffdorf;Schiffdorf;
803352051;Gemeinde Steinau;Steinau;
803352052;Gemeinde Stinstedt;Stinstedt;
803352055;Gemeinde Wanna;Wanna;
803352056;Gemeinde Wingst;Wingst;
803352059;Gemeinde Beverstedt;Beverstedt;
803352060;Gemeinde Hagen im Bremischen;Hagen i. Brem.;
803352061;Wurster Nordseeküste;Wurster Nordsee;
803352062;Gemeinde Geestland;Geestland;
803353001;Gemeinde Appel;Appel;
803353002;Gemeinde Asendorf;Asendorf (WL);
803353003;Gemeinde Bendestorf;Bendestorf;
803353004;Gemeinde Brackel;Brackel;
803353005;Stadt Buchholz in der Nordheide;Buchholz/Nordh.;
803353006;Gemeinde Dohren;Dohren (STD);
803353007;Gemeinde Drage;Drage (STD);
803353008;Gemeinde Drestedt;Drestedt;
803353009;Gemeinde Egestorf;Egestorf;
803353010;Gemeinde Eyendorf;Eyendorf;
803353011;Gemeinde Garlstorf;Garlstorf;
803353012;Gemeinde Garstedt;Garstedt;
803353013;Gemeinde Gödenstorf;Gödenstorf;
803353014;Gemeinde Halvesbostel;Halvesbostel;
803353015;Gemeinde Handeloh;Handeloh;
803353016;Gemeinde Hanstedt;Hanstedt (WL);
803353017;Gemeinde Harmstorf;Harmstorf;
803353018;Gemeinde Heidenau;Heidenau;
803353019;Gemeinde Hollenstedt;Hollenstedt;
803353020;Gemeinde Jesteburg;Jesteburg;
803353021;Gemeinde Kakenstorf;Kakenstorf;
803353022;Gemeinde Königsmoor;Königsmoor;
803353023;Gemeinde Marschacht;Marschacht;
803353024;Gemeinde Marxen;Marxen;
803353025;Gemeinde Moisburg;Moisburg;
803353026;Gemeinde Neu Wulmstorf;Neu Wulmstorf;
803353027;Gemeinde Otter;Otter;
803353028;Gemeinde Regesbostel;Regesbostel;
803353029;Gemeinde Rosengarten;Rosengarten;
803353030;Gemeinde Salzhausen;Salzhausen;
803353031;Gemeinde Seevetal;Seevetal;
803353032;Gemeinde Stelle;Stelle;
803353033;Gemeinde Tespe;Tespe;
803353034;Gemeinde Toppenstedt;Toppenstedt;
803353035;Gemeinde Tostedt;Tostedt;
803353036;Gemeinde Undeloh;Undeloh;
803353037;Gemeinde Vierhöfen;Vierhöfen;
803353038;Gemeinde Welle;Welle;
803353039;Gemeinde Wenzendorf;Wenzendorf;
803353040;Stadt Winsen (Luhe);Winsen (Luhe);
803353041;Gemeinde Wistedt;Wistedt;
803353042;Gemeinde Wulfsen;Wulfsen;
803354001;Gemeinde Bergen an der Dumme;Bergen/Dumme;
803354002;Gemeinde Clenze;Clenze;
803354003;Gemeinde Damnatz;Damnatz;
803354004;Stadt Dannenberg (Elbe);Dannenberg/Elbe;
803354005;Gemeinde Gartow;Gartow;
803354006;Gemeinde Göhrde;Göhrde;
803354007;Gemeinde Gorleben;Gorleben;
803354008;Gemeinde Gusborn;Gusborn;
803354009;Stadt Hitzacker (Elbe);Hitzacker/Elbe;
803354010;Gemeinde Höhbeck;Höhbeck;
803354011;Gemeinde Jameln;Jameln;
803354012;Gemeinde Karwitz;Karwitz;
803354013;Gemeinde Küsten;Küsten;
803354014;Gemeinde Langendorf;Langendorf;
803354015;Gemeinde Lemgow;Lemgow;
803354016;Gemeinde Luckau (Wendland);Luckau (Wendl.);
803354017;Gemeinde Lübbow;Lübbow;
803354018;Stadt Lüchow (Wendland);Lüchow (Wendl.);
803354019;Gemeinde Neu Darchau;Neu Darchau;
803354020;Gemeinde Prezelle;Prezelle;
803354021;Stadt Schnackenburg;Schnackenburg;
803354022;Gemeinde Schnega;Schnega;
803354023;Gemeinde Trebel;Trebel;
803354024;Gemeinde Waddeweitz;Waddeweitz;
803354025;Gemeinde Woltersdorf;Woltersdf (DAN);
803354026;Stadt Wustrow (Wendland);Wustrow (Wendl);
803354027;Gemeinde Zernien;Zernien;
803354501;Gemeindefreies Gebiet Gartow;Gfr Geb Gartow;
803354502;Gemeindefreies Gebiet Göhrde;Gfr Geb Göhrde;
803355001;Gemeinde Adendorf;Adendorf;
803355002;Gemeinde Amelinghausen;Amelinghausen;
803355003;Gemeinde Artlenburg;Artlenburg;
803355004;Gemeinde Bardowick;Bardowick;
803355005;Gemeinde Barendorf;Barendorf;
803355006;Gemeinde Barnstedt;Barnstedt;
803355007;Gemeinde Barum;Barum (LG);
803355008;Gemeinde Betzendorf;Betzendorf;
803355009;Stadt Bleckede;Bleckede;
803355010;Gemeinde Boitze;Boitze;
803355011;Gemeinde Brietlingen;Brietlingen;
803355012;Gemeinde Dahlem;Dahlem;
803355013;Gemeinde Dahlenburg;Dahlenburg;
803355014;Gemeinde Deutsch Evern;Deutsch Evern;
803355015;Gemeinde Echem;Echem;
803355016;Gemeinde Embsen;Embsen;
803355017;Gemeinde Handorf;Handorf;
803355018;Gemeinde Hittbergen;Hittbergen;
803355019;Gemeinde Hohnstorf (Elbe);Hohnstorf/Elbe;
803355020;Gemeinde Kirchgellersen;Kirchgellersen;
803355021;Gemeinde Lüdersburg;Lüdersburg;
803355022;Stadt Lüneburg;Lüneburg;
803355023;Gemeinde Mechtersen;Mechtersen;
803355024;Gemeinde Melbeck;Melbeck;
803355025;Gemeinde Nahrendorf;Nahrendorf;
803355026;Gemeinde Neetze;Neetze;
803355027;Gemeinde Oldendorf (Luhe);Oldendf (Luhe);
