WARNCELLID,NAME,TYPED_NAME,STATE
807140080,Laudert,Gemeinde Laudert,RP
816074051,Lehesten,Gemeinde Lehesten,TH
807137504,Lehmen,Gemeinde Lehmen,RP
801057046,Lehmkuhlen,Gemeinde Lehmkuhlen,SH
801053084,Lehmrade,Gemeinde Lehmrade,SH
816071049,Lehnstedt,Gemeinde Lehnstedt,TH
809377137,Leonberg,Gemeinde Leonberg,BY
813075075,Leopoldshagen,Gemeinde Leopoldshagen,MV
805766048,Leopoldshöhe,Gemeinde Leopoldshöhe,NR
814524180,Limbach-Oberfrohna,Stadt Limbach-Oberfrohna,SN
806533009,Limburg a.d. Lahn,Stadt Limburg a.d. Lahn,HE
807338017,Limburgerhof,Gemeinde Limburgerhof,RP
803257018,Lauenau,Gemeinde Lauenau,NS
803357033,Lauenbrück,Gemeinde Lauenbrück,NS
801053083,Lauenburg/Elbe,Stadt Lauenburg/Elbe,SH
803255026,Lauenförde,Gemeinde Lauenförde,NS
809571171,Lehrberg,Gemeinde Lehrberg,BY
803154014,Lehre,Gemeinde Lehre,NS
808125057,Lehrensteinsfeld,Gemeinde Lehrensteinsfeld,BW
803241011,Lehrte,Stadt Lehrte,NS
809272455,Leopoldsreuter Wald,Gemeindefreies Gebiet Leopoldsreuter Wald,BY
812064274,Letschin,Gemeinde Letschin,BB
807133058,Lettweiler,Gemeinde Lettweiler,RP
807141079,Lierschied,Gemeinde Lierschied,RP
807135054,Liesenich,Gemeinde Liesenich,RP
807231075,Lieser,Gemeinde Lieser,RP
807232074,Ließem,Gemeinde Ließem,RP
801051067,Lieth,Gemeinde Lieth,SH
812064288,Lietzen,Gemeinde Lietzen,BB
813073049,Lietzow,Gemeinde Lietzow,MV
803257019,Lauenhagen,Gemeinde Lauenhagen,NS
808317068,Lauf,Gemeinde Lauf,BW
809574138,Lauf a.d. Pegnitz,Stadt Lauf a.d. Pegnitz,BY
808437072,Leibertingen,Gemeinde Leibertingen,BW
809278146,Leiblfing,Gemeinde Leiblfing,BY
805378016,Leichlingen (Rhld.),Stadt Leichlingen (Rhld.),NR
807232259,Leidenborn,Gemeinde Leidenborn,RP
807138037,Leubsdorf,Gemeinde Leubsdorf,RP
814522320,Leubsdorf,Gemeinde Leubsdorf,SN
809374132,Leuchtenberg,Gemeinde Leuchtenberg,BY
803356005,Lilienthal,Gemeinde Lilienthal,NS
807133059,Limbach,Gemeinde Limbach,RP
807143257,Limbach,Gemeinde Limbach,RP
808225052,Limbach,Gemeinde Limbach,BW
814523190,Limbach,Gemeinde Limbach,SN
809671139,Laufach,Gemeinde Laufach,BY
809574460,Laufamholzer Forst,Gemeindefreies Gebiet Laufamholzer Forst,BY
807231074,Laufeld,Gemeinde Laufeld,RP
809172122,Laufen,Stadt Laufen,BY
809676136,Leidersbach,Gemeinde Leidersbach,BY
807135502,Leienkaul,Gemeinde Leienkaul,RP
803151015,Leiferde,Gemeinde Leiferde,NS
807131044,Leimbach,Gemeinde Leimbach,RP
807232073,Leimbach,Gemeinde Leimbach,RP
806532016,Leun,Stadt Leun,HE
815088205,Leuna,Stadt Leuna,SA
809475145,Leupoldsgrün,Gemeinde Leupoldsgrün,BY
813076084,Leussow,Gemeinde Leussow,MV
808119042,Leutenbach,Gemeinde Leutenbach,BW
809474147,Leutenbach,Gemeinde Leutenbach,BY
816076039,Langenwetzendorf,Gemeinde Langenwetzendorf,TH
816076041,Langenwolschendorf,Gemeinde Langenwolschendorf,TH
809573120,Langenzenn,Stadt Langenzenn,BY
808337066,Laufenburg (Baden),Stadt Laufenburg (Baden),BW
807140081,Laufersweiler,Gemeinde Laufersweiler,RP
808125056,Lauffen am Neckar,Stadt Lauffen am Neckar,BW
809773143,Laugna,Gemeinde Laugna,BY
816063051,Leimbach,Gemeinde Leimbach,TH
807340027,Leimen,Gemeinde Leimen,RP
808226041,Leimen,Stadt Leimen,BW
807334016,Leimersheim,Gemeinde Leimersheim,RP
809679200,Leinach,Gemeinde Leinach,BY
816073106,Leutenberg,Stadt Leutenberg,TH
816071051,Leutenthal,Gemeinde Leutenthal,TH
807143042,Leuterod,Gemeinde Leuterod,RP
814626280,Leutersdorf,Gemeinde Leutersdorf,SN
803462007,Langeoog,Gemeinde Langeoog,NS
809772170,Langerringen,Gemeinde Langerringen,BY
805358032,Langerwehe,Gemeinde Langerwehe,NR
809773144,Lauingen (Donau),Stadt Lauingen (Donau),BY
807332033,Laumersheim,Gemeinde Laumersheim,RP
807232258,Lauperath,Gemeinde Lauperath,RP
816067083,Leinatal,Gemeinde Leinatal,TH
809574139,Leinburg,Gemeinde Leinburg,BY
809574461,Leinburg,Gemeindefreies Gebiet Leinburg,BY
816061115,Leinefelde-Worbis,Stadt Leinefelde-Worbis,TH
816066039,Leutersdorf,Gemeinde Leutersdorf,TH
809571174,Leutershausen,Stadt Leutershausen,BY
807138038,Leutesdorf,Gemeinde Leutesdorf,RP
808436055,Leutkirch im Allgäu,Stadt Leutkirch im Allgäu,BW
813075076,Levenhagen,Gemeinde Levenhagen,MV
812067288,Langewahl,Gemeinde Langewahl,BB
816070032,Langewiesen,Stadt Langewiesen,TH
809571170,Langfurth,Gemeinde Langfurth,BY
806531009,Langgöns,Gemeinde Langgöns,HE
808426070,Laupheim,Stadt Laupheim,BW
807141077,Laurenburg,Gemeinde Laurenburg,RP
816072011,Lauscha,Stadt Lauscha,TH
807133057,Lauschied,Gemeinde Lauschied,RP
808116078,Leinfelden-Echterdingen,Stadt Leinfelden-Echterdingen,BW
808125058,Leingarten,Gemeinde Leingarten,BW
807140084,Leiningen,Gemeinde Leiningen,RP
807337051,Leinsweiler,Gemeinde Leinsweiler,RP
808136040,Leinzell,Gemeinde Leinzell,BW
805316000,Leverkusen,Stadt Leverkusen,NR
813076085,Lewitzrand,Gemeinde Lewitzrand,MV
801054077,Lexgaard,Gemeinde Lexgaard,SH
803351017,Langlingen,Gemeinde Langlingen,NS
809273141,Langquaid,Gemeinde Langquaid,BY
807137061,Langscheid,Gemeinde Langscheid,RP
801059138,Langstedt,Gemeinde Langstedt,SH
816075056,Lausnitz b. Neustadt an der Orla,Gemeinde Lausnitz b. Neustadt an der Orla,TH
814730160,Laußig,Gemeinde Laußig,SN
814625300,Laußnitz,Gemeinde Laußnitz,SN
814625310,Lauta,Stadt Lauta,SN
809774155,Leipheim,Stadt Leipheim,BY
814713000,Leipzig,Stadt Leipzig,SN
807134050,Leisel,Gemeinde Leisel,RP
814522310,Leisnig,Stadt Leisnig,SN
807134051,Leitzweiler,Gemeinde Leitzweiler,RP
806531011,Lich,Stadt Lich,HE
816073049,Lichte,Gemeinde Lichte,TH
805774028,Lichtenau,Stadt Lichtenau,NR
808216028,Lichtenau,Stadt Lichtenau,BW
807235073,Langsur,Gemeinde Langsur,RP
801058094,Langwedel,Gemeinde Langwedel,SH
803361006,Langwedel,Gemeinde Langwedel,NS
808317067,Lautenbach,Gemeinde Lautenbach,BW
809471152,Lauter,Gemeinde Lauter,BY
814521355,Lauter-Bernsbach,Stadt Lauter-Bernsbach,SN
808425073,Lauterach,Gemeinde Lauterach,BW
807235074,Leiwen,Gemeinde Leiwen,RP
813071088,Leizen,Gemeinde Leizen,MV
813072066,Lelkendorf,Gemeinde Lelkendorf,MV
809571175,Lichtenau,Gemeinde Lichtenau,BY
814522330,Lichtenau,Gemeinde Lichtenau,SN
809475146,Lichtenberg,Stadt Lichtenberg,BY
814625320,Lichtenberg,Gemeinde Lichtenberg,SN
809772171,Langweid a. Lech,Gemeinde Langweid a. Lech,BY
807134502,Langweiler,Gemeinde Langweiler,RP
807336057,Langweiler,Gemeinde Langweiler,RP
809472459,Langweiler Wald,Gemeindefreies Gebiet Langweiler Wald,BY
807335202,Langwieden,Gemeinde Langwieden,RP
808325036,Lauterbach,Gemeinde Lauterbach,BW
816063049,Lauterbach,Gemeinde Lauterbach,TH
806535011,Lauterbach (Hessen),Stadt Lauterbach (Hessen),HE
807336058,Lauterecken,Stadt Lauterecken,RP
809373140,Lauterhofen,Gemeinde Lauterhofen,BY
807333041,Lautersheim,Gemeinde Lautersheim,RP
807340028,Lemberg,Gemeinde Lemberg,RP
803251022,Lembruch,Gemeinde Lembruch,NS
803251023,Lemförde,Gemeinde Lemförde,NS
805766044,Lemgo,Stadt Lemgo,NR
814522340,Lichtenberg/Erzgeb.,Gemeinde Lichtenberg/Erzgeb.,SN
807232260,Lichtenborn,Gemeinde Lichtenborn,RP
806635016,Lichtenfels,Stadt Lichtenfels,HE
809478139,Lichtenfels,Stadt Lichtenfels,BY
815084282,Lanitz-Hassel-Tal,Gemeinde Lanitz-Hassel-Tal,SA
801053081,Lankau,Gemeinde Lankau,SH
812070236,Lanz,Gemeinde Lanz,BB
808117061,Lauterstein,Stadt Lauterstein,BW
807141078,Lautert,Gemeinde Lautert,RP
809473141,Lautertal,Gemeinde Lautertal,BY
806431014,Lautertal (Odenwald),Gemeinde Lautertal (Odenwald),HE
803354015,Lemgow,Gemeinde Lemgow,NS
816075057,Lemnitz,Gemeinde Lemnitz,TH
803461006,Lemwerder,Gemeinde Lemwerder,NS
809377455,Lenauer Forst,Gemeindefreies Gebiet Lenauer Forst,BY
808415092,Lichtenstein,Gemeinde Lichtenstein,BW
814524160,Lichtenstein/Sa.,Stadt Lichtenstein/Sa.,SN
814524170,Lichtentanne,Gemeinde Lichtentanne,SN
808116037,Lichtenwald,Gemeinde Lichtenwald,BW
801053082,Lanze,Gemeinde Lanze,SH
809375165,Lappersdorf,Gemeinde Lappersdorf,BY
813071087,Lärz,Gemeinde Lärz,MV
806535012,Lautertal (Vogelsberg),Gemeinde Lautertal (Vogelsberg),HE
809778164,Lautrach,Gemeinde Lautrach,BY
807143255,Lautzenbrücken,Gemeinde Lautzenbrücken,RP
807140082,Lautzenhausen,Gemeinde Lautzenhausen,RP
814626270,Lawalde,Gemeinde Lawalde,SN
809177127,Lengdorf,Gemeinde Lengdorf,BY
803157005,Lengede,Gemeinde Lengede,NS
803357034,Lengenbostel,Gemeinde Lengenbostel,NS
814523170,Lengenfeld,Stadt Lengenfeld,SN
812062293,Lichterfeld-Schacksdorf,Gemeinde Lichterfeld-Schacksdorf,BB
803256019,Liebenau,Gemeinde Liebenau,NS
806633016,Liebenau,Stadt Liebenau,HE
801062089,Lasbek,Gemeinde Lasbek,SH
807232255,Lascheid,Gemeinde Lascheid,RP
807232256,Lasel,Gemeinde Lasel,RP
813075074,Lassan,Stadt Lassan,MV
803453009,Lastrup,Gemeinde Lastrup,NS
812067292,Lawitz,Gemeinde Lawitz,BB
810044112,Lebach,Stadt Lebach,SL
801057045,Lebrade,Gemeinde Lebrade,SH
809372143,Miltach,Gemeinde Miltach,BY
809676139,Miltenberg,Stadt Miltenberg,BY
803453012,Molbergen,Gemeinde Molbergen,NS
801058107,Molfsee,Gemeinde Molfsee,SH
813071100,Möllenbeck,Gemeinde Möllenbeck,MV
813076098,Möllenbeck,Gemeinde Möllenbeck,MV
807143265,Mörsbach,Gemeinde Mörsbach,RP
807140096,Mörschbach,Gemeinde Mörschbach,RP
807235090,Morscheid,Gemeinde Morscheid,RP
806634015,Morschen,Gemeinde Morschen,HE
807333047,Morschheim,Gemeinde Morschheim,RP
807134056,Mörschied,Gemeinde Mörschied,RP
812073393,Mescherin,Gemeinde Mescherin,BB
813075091,Mesekenhagen,Gemeinde Mesekenhagen,MV
807135060,Mesenich,Gemeinde Mesenich,RP
809671141,Mespelbrunn,Gemeinde Mespelbrunn,BY
809778173,Mindelheim,Stadt Mindelheim,BY
809176147,Mindelstetten,Gemeinde Mindelstetten,BY
813071101,Möllenhagen,Gemeinde Möllenhagen,MV
801053090,Mölln,Stadt Mölln,SH
813071102,Mölln,Gemeinde Mölln,MV
807143266,Molsberg,Gemeinde Molsberg,RP
816067047,Molschleben,Gemeinde Molschleben,TH
807140503,Mörsdorf,Gemeinde M�rsdorf,RP
816074059,Mörsdorf,Gemeinde Mörsdorf,TH
807333046,Mörsfeld,Gemeinde Mörsfeld,RP
807140205,Morshausen,Gemeinde Morshausen,RP
807331047,Mörstadt,Gemeinde Mörstadt,RP
806432012,Messel,Gemeinde Messel,HE
803257024,Messenkamp,Gemeinde Messenkamp,NS
807232079,Messerich,Gemeinde Messerich,RP
803454036,Messingen,Gemeinde Messingen,NS
808437078,Meßkirch,Stadt Meßkirch,BW
805770024,Minden,Stadt Minden,NR
807232082,Minden,Gemeinde Minden,RP
807231085,Minderlittgen,Gemeinde Minderlittgen,RP
807334020,Minfeld,Gemeinde Minfeld,RP
813075092,Mölschow,Gemeinde Mölschow,MV
807331046,Mölsheim,Gemeinde Mölsheim,RP
813071103,Moltzow,Gemeinde Moltzow,MV
807132071,Molzhain,Gemeinde Molzhain,RP
808225058,Mosbach,Stadt Mosbach,BW
807233226,Mosbruch,Gemeinde Mosbruch,RP
807143049,Moschheim,Gemeinde Moschheim,RP
807135065,Moselkern,Gemeinde Moselkern,RP
808417044,Meßstetten,Stadt Meßstetten,BW
813076096,Mestlin,Gemeinde Mestlin,MV
805566052,Metelen,Gemeinde Metelen,NR
813074053,Metelsdorf,Gemeinde Metelsdorf,MV
809271132,Metten,Gemeinde Metten,BY
807231086,Minheim,Gemeinde Minheim,RP
809375170,Mintraching,Gemeinde Mintraching,BY
813071099,Mirow,Stadt Mirow,MV
807141087,Misselberg,Gemeinde Misselberg,RP
809780127,Missen-Wilhams,Gemeinde Missen-Wilhams,BY
809472166,Mistelbach,Gemeinde Mistelbach,BY
809671143,Mömbris,Gemeinde Mömbris,BY
809676140,Mömlingen,Gemeinde Mömlingen,BY
807339037,Mommenheim,Gemeinde Mommenheim,RP
809676141,Mönchberg,Gemeinde Mönchberg,BY
805116000,Mönchengladbach,Stadt Mönchengladbach,NR
809779185,Möttingen,Gemeinde Möttingen,BY
809375171,Mötzing,Gemeinde Mötzing,BY
808115034,Mötzingen,Gemeinde Mötzingen,BW
816075069,Moxa,Gemeinde Moxa,TH
801060057,Mözen,Gemeinde Mözen,SH
805382036,Much,Gemeinde Much,NR
807232080,Mettendorf,Gemeinde Mettendorf,RP
807331045,Mettenheim,Gemeinde Mettenheim,RP
809183127,Mettenheim,Gemeinde Mettenheim,BY
807232081,Metterich,Gemeinde Metterich,RP
809472167,Mistelgau,Gemeinde Mistelgau,BY
813072071,Mistorf,Gemeinde Mistorf,MV
801059185,Mittelangeln,Gemeinde Mittelangeln,SH
816071057,Mönchenholzhausen,Gemeinde Mönchenholzhausen,TH
813072072,Mönchhagen,Gemeinde Mönchhagen,MV
816065046,Mönchpfiffel-Nikolausrieth,Gemeinde Mönchpfiffel-Nikolausrieth,TH
809779184,Mönchsdeggingen,Gemeinde Mönchsdeggingen,BY
809571179,Mönchsroth,Gemeinde Mönchsroth,BY
808326037,Mönchweiler,Gemeinde Mönchweiler,BW
815086145,Möser,Gemeinde Möser,SA
806437012,Mossautal,Gemeinde Mossautal,HE
816075068,Moßbach,Gemeinde Moßbach,TH
805566056,Mettingen,Gemeinde Mettingen,NR
810042114,Mettlach,Gemeinde Mettlach,SL
808426074,Mittelbiberach,Gemeinde Mittelbiberach,BW
807335027,Mittelbrunn,Gemeinde Mittelbrunn,RP
809571178,Mitteleschenbach,Gemeinde Mitteleschenbach,BY
807141088,Mittelfischbach,Gemeinde Mittelfischbach,RP
814626310,Mittelherwigsdorf,Gemeinde Mittelherwigsdorf,SN
809779186,Monheim,Stadt Monheim,BY
805158026,Monheim am Rhein,Stadt Monheim am Rhein,NR
801057051,Mönkeberg,Gemeinde Mönkeberg,SH
813075093,Mönkebude,Gemeinde Mönkebude,MV
808416025,Mössingen,Stadt Mössingen,BW
809672134,Motten,Gemeinde Motten,BY
809672461,Mottener Forst-Süd,Gemeindefreies Gebiet Mottener Forst-Süd,BY
805158024,Mettmann,Stadt Mettmann,NR
807134054,Mettweiler,Gemeinde Mettweiler,RP
816066044,Metzels,Gemeinde Metzels,TH
807140094,Metzenhausen,Gemeinde Metzenhausen,RP
807132011,Mittelhof,Gemeinde Mittelhof,RP
809772179,Mittelneufnach,Gemeinde Mittelneufnach,BY
803359032,Mittelnkirchen,Gemeinde Mittelnkirchen,NS
816075066,Mittelpöllnitz,Gemeinde Mittelpöllnitz,TH
807134055,Mittelreidenbach,Gemeinde Mittelreidenbach,RP
809677159,Mittelsinn,Gemeinde Mittelsinn,BY
801062048,Mönkhagen,Gemeinde Mönkhagen,SH
801060056,Mönkloh,Gemeinde Mönkloh,SH
807137074,Monreal,Gemeinde Monreal,RP
805334020,Monschau,Stadt Monschau,NR
807331048,Monsheim,Gemeinde Monsheim,RP
808236039,Mönsheim,Gemeinde Mönsheim,BW
816077034,Monstab,Gemeinde Monstab,TH
801057052,Mucheln,Gemeinde Mucheln,SH
815088235,Mücheln (Geiseltal),Stadt Mücheln (Geiseltal),SA
813076100,Muchow,Gemeinde Muchow,MV
808415050,Metzingen,Stadt Metzingen,BW
807143263,Meudt,Gemeinde Meudt,RP
816073055,Meura,Gemeinde Meura,TH
816074056,Meusebach,Gemeinde Meusebach,TH
816073056,Meuselbach-Schwarzmühle,Gemeinde Meuselbach-Schwarzmühle,TH
816064045,Mittelsömmern,Gemeinde Mittelsömmern,TH
803352036,Mittelstenahe,Gemeinde Mittelstenahe,NS
809179137,Mittelstetten,Gemeinde Mittelstetten,BY
807135061,Mittelstrimmig,Gemeinde Mittelstrimmig,RP
807143048,Montabaur,Stadt Montabaur,RP
807135062,Möntenich,Gemeinde Möntenich,RP
807231087,Monzelfeld,Gemeinde Monzelfeld,RP
807331049,Monzernheim,Gemeinde Monzernheim,RP
807133067,Monzingen,Gemeinde Monzingen,RP
801061068,Moordiek,Gemeinde Moordiek,SH
803459025,Menslage,Gemeinde Menslage,NS
816064072,Menteroda,Gemeinde Menteroda,TH
813074052,Menzendorf,Gemeinde Menzendorf,MV
816077032,Meuselwitz,Stadt Meuselwitz,TH
807131050,Meuspath,Gemeinde Meuspath,RP
812070280,Meyenburg,Stadt Meyenburg,BB
801059144,Meyn,Gemeinde Meyn,SH
806532017,Mittenaar,Gemeinde Mittenaar,HE
809180123,Mittenwald,Gemeinde Mittenwald,BY
812061332,Mittenwalde,Stadt Mittenwalde,BB
812073404,Mittenwalde,Gemeinde Mittenwalde,BB
809179138,Moorenweis,Gemeinde Moorenweis,BY
816063094,Moorgrund,Gemeinde Moorgrund,TH
801061070,Moorhusen,Gemeinde Moorhusen,SH
803454035,Meppen,Stadt Meppen,NS
809771145,Merching,Gemeinde Merching,BY
809478145,Michelau i. OFr.,Gemeinde Michelau i. OFr.,BY
809678157,Michelau i. Steigerwald,Gemeinde Michelau i. Steigerwald,BY
807140095,Michelbach,Gemeinde Michelbach,RP
807132070,Michelbach (Westerwald),Gemeinde Michelbach (Westerwald),RP
808127056,Michelbach an der Bilz,Gemeinde Michelbach an der Bilz,BW
809278151,Mitterfels,Gemeinde Mitterfels,BY
809277134,Mitterskirchen,Gemeinde Mitterskirchen,BY
809377141,Mitterteich,Stadt Mitterteich,BY
803457014,Moormerland,Gemeinde Moormerland,NS
801056036,Moorrege,Gemeinde Moorrege,SH
803462008,Moorweg,Gemeinde Moorweg,NS
810043113,Merchweiler,Gemeinde Merchweiler,SL
808315072,Merdingen,Gemeinde Merdingen,BW
806533012,Merenberg,Gemeinde Merenberg,HE
809771146,Mering,Gemeinde Mering,BY
807143262,Merkelbach,Gemeinde Merkelbach,RP
806431200,Michelbuch,Gemeindefreies Gebiet Michelbuch,HE
808127059,Michelfeld,Gemeinde Michelfeld,BW
809372142,Michelsneukirchen,Gemeinde Michelsneukirchen,BY
814522360,Mittweida,Stadt Mittweida,SN
809476154,Mitwitz,Gemeinde Mitwitz,BY
812067324,Mixdorf,Gemeinde Mixdorf,BB
808335055,Moos,Gemeinde Moos,BW
809271135,Moos,Gemeinde Moos,BY
809175128,Moosach,Gemeinde Moosach,BY
809571177,Merkendorf,Stadt Merkendorf,BY
808425079,Merklingen,Gemeinde Merklingen,BW
807232270,Merlscheid,Gemeinde Merlscheid,RP
807140093,Mermuth,Gemeinde Mermuth,RP
807231083,Merschbach,Gemeinde Merschbach,RP
806437011,Michelstadt,Stadt Michelstadt,HE
812069397,Michendorf,Gemeinde Michendorf,BB
814522370,Mochau,Gemeinde Mochau,SN
815086140,Möckern,Stadt Möckern,SA
816074058,Möckern,Gemeinde Möckern,TH
808125063,Möckmühl,Stadt Möckmühl,BW
809374137,Moosbach,Gemeinde Moosbach,BY
808426078,Moosburg,Gemeinde Moosburg,BW
809178143,Moosburg a.d. Isar,Stadt Moosburg a.d. Isar,BY
815088220,Merseburg,Stadt Merseburg,SA
815084335,Mertendorf,Gemeinde Mertendorf,SA
816074055,Mertendorf,Gemeinde Mertendorf,TH
807235085,Mertesdorf,Gemeinde Mertesdorf,RP
807332036,Mertesheim,Gemeinde Mertesheim,RP
809772178,Mickhausen,Gemeinde Mickhausen,BY
813073056,Middelhagen,Gemeinde Middelhagen,MV
801054083,Midlum,Gemeinde Midlum,SH
807141085,Miehlen,Gemeinde Miehlen,RP
814730190,Mockrehna,Gemeinde Mockrehna,SN
806432013,Modautal,Gemeinde Modautal,HE
809773147,Mödingen,Gemeinde Mödingen,BY
809177130,Moosinning,Gemeinde Moosinning,BY
809279128,Moosthenning,Gemeinde Moosthenning,BY
809779181,Mertingen,Gemeinde Mertingen,BY
807137070,Mertloch,Gemeinde Mertloch,RP
803255506,Merxhausen,Gemeindefreies Gebiet Merxhausen,NS
807133066,Merxheim,Gemeinde Merxheim,RP
801058105,Mielkendorf,Gemeinde Mielkendorf,SH
807141086,Miellen,Gemeinde Miellen,RP
809182125,Miesbach,Stadt Miesbach,BY
816075065,Miesitz,Gemeinde Miesitz,TH
808426073,Mietingen,Gemeinde Mietingen,BW
805170024,Moers,Stadt Moers,NR
807143047,Mogendorf,Gemeinde Mogendorf,RP
808136043,Mögglingen,Gemeinde Mögglingen,BW
808118051,Möglingen,Gemeinde Möglingen,BW
813076099,Moraas,Gemeinde Moraas,MV
807231502,Morbach,Gemeinde Morbach,RP
801058106,Mörel,Gemeinde Mörel,SH
806433008,Mörfelden-Walldorf,Stadt Mörfelden-Walldorf,HE
807340031,Merzalben,Gemeinde Merzalben,RP
812062336,Merzdorf,Gemeinde Merzdorf,BB
803459026,Merzen,Gemeinde Merzen,NS
805358040,Merzenich,Gemeinde Merzenich,NR
808315073,Merzhausen,Gemeinde Merzhausen,BW
816063055,Mihla,Gemeinde Mihla,TH
816074057,Milda,Gemeinde Milda,TH
814521400,Mildenau,Gemeinde Mildenau,SN
801054084,Mildstedt,Gemeinde Mildstedt,SH
816076093,Mohlsdorf-Teichwolframsdorf,Gemeinde Mohlsdorf-Teichwolframsdorf,TH
805974032,Möhnesee,Gemeinde Möhnesee,NR
801053089,Möhnsen,Gemeinde Möhnsen,SH
803155009,Moringen,Stadt Moringen,NS
814627150,Moritzburg,Gemeinde Moritzburg,SN
807135064,Moritzheim,Gemeinde Moritzheim,RP
810042113,Merzig,Stadt Merzig,SL
807235154,Merzkirchen,Gemeinde Merzkirchen,RP
807336062,Merzweiler,Gemeinde Merzweiler,RP
805958032,Meschede,Stadt Meschede,NR
813073057,Millienhagen-Oebelitz,Gemeinde Millienhagen-Oebelitz,MV
812073396,Milmersdorf,Gemeinde Milmersdorf,BB
813076097,Milow,Gemeinde Milow,MV
812063189,Milower Land,Gemeinde Milower Land,BB
809572142,Möhrendorf,Gemeinde Möhrendorf,BY
801059060,Mohrkirch,Gemeinde Mohrkirch,SH
803353025,Moisburg,Gemeinde Moisburg,NS
815084341,Molauer Land,Gemeinde Molauer Land,SA
807143264,Mörlen,Gemeinde Mörlen,RP
806431017,Mörlenbach,Gemeinde Mörlenbach,HE
809176148,Mörnsheim,Gemeinde Mörnsheim,BY
805374028,Morsbach,Gemeinde Morsbach,NR
809778168,Markt Rettenbach,Gemeinde Markt Rettenbach,BY
809175127,Markt Schwaben,Gemeinde Markt Schwaben,BY
809575147,Markt Taschendorf,Gemeinde Markt Taschendorf,BY
807140204,Mastershausen,Gemeinde Mastershausen,RP
807232265,Masthorn,Gemeinde Masthorn,RP
807336107,Matzenbach,Gemeinde Matzenbach,RP
807232266,Matzerath,Gemeinde Matzerath,RP
807331044,Mauchenheim,Gemeinde Mauchenheim,RP
807132068,Mauden,Gemeinde Mauden,RP
807232267,Mauel,Gemeinde Mauel,RP
808226048,Mauer,Gemeinde Mauer,BW
809772177,Meitingen,Gemeinde Meitingen,BY
803355024,Melbeck,Gemeinde Melbeck,NS
812060161,Melchow,Gemeinde Melchow,BB
801051074,Meldorf,Stadt Meldorf,SH
803459024,Melle,Stadt Melle,NS
810045116,Mandelbachtal,Gemeinde Mandelbachtal,SL
807235081,Mandern,Gemeinde Mandern,RP
807231080,Manderscheid,Stadt Manderscheid,RP
807232264,Manderscheid,Gemeinde Manderscheid,RP
809778169,Markt Wald,Gemeinde Markt Wald,BY
809575143,Marktbergel,Gemeinde Marktbergel,BY
809675147,Marktbreit,Stadt Marktbreit,BY
809478143,Marktgraitz,Gemeinde Marktgraitz,BY
809178142,Mauern,Gemeinde Mauern,BY
809777152,Mauerstetten,Gemeinde Mauerstetten,BY
808236038,Maulbronn,Stadt Maulbronn,BW
808336057,Maulburg,Gemeinde Maulburg,BW
816073054,Mellenbach-Glasbach,Gemeinde Mellenbach-Glasbach,TH
813075090,Mellenthin,Gemeinde Mellenthin,MV
816071056,Mellingen,Gemeinde Mellingen,TH
803251027,Mellinghausen,Gemeinde Mellinghausen,NS
801055029,Manhagen,Gemeinde Manhagen,SH
807233225,Mannebach,Gemeinde Mannebach,RP
807235082,Mannebach,Gemeinde Mannebach,RP
808222000,Mannheim,Stadt Mannheim,BW
816068035,Mannstedt,Gemeinde Mannstedt,TH
809677157,Marktheidenfeld,Stadt Marktheidenfeld,BY
809171123,Marktl,Gemeinde Marktl,BY
807340218,Mauschbach,Gemeinde Mauschbach,RP
809272134,Mauth,Gemeinde Mauth,BY
809272456,Mauther Forst,Gemeindefreies Gebiet Mauther Forst,BY
807338018,Maxdorf,Gemeinde Maxdorf,RP
809376141,Maxhütte-Haidhof,Stadt Maxhütte-Haidhof,BY
809673142,Mellrichstadt,Stadt Mellrichstadt,BY
809673455,Mellrichstadter Forst,Gemeindefreies Gebiet Mellrichstadter Forst,BY
816066043,Melpers,Gemeinde Melpers,TH
807138043,Melsbach,Gemeinde Melsbach,RP
801058104,Melsdorf,Gemeinde Melsdorf,SH
807333043,Mannweiler-Cölln,Gemeinde Mannweiler-Cölln,RP
815087275,Mansfeld,Stadt Mansfeld,SA
809374134,Mantel,Gemeinde Mantel,BY
809374452,Manteler Forst,Gemeindefreies Gebiet Manteler Forst,BY
807339036,Manubach,Gemeinde Manubach,RP
809477138,Marktleugast,Gemeinde Marktleugast,BY
809479135,Marktleuthen,Stadt Marktleuthen,BY
807143046,Maxsain,Gemeinde Maxsain,RP
807137068,Mayen,Stadt Mayen,RP
807131049,Mayschoß,Gemeinde Mayschoß,RP
816071055,Mechelroda,Gemeinde Mechelroda,TH
806634014,Melsungen,Stadt Melsungen,HE
813071097,Melz,Gemeinde Melz,MV
809471159,Memmelsdorf,Gemeinde Memmelsdorf,BY
808118049,Marbach am Neckar,Stadt Marbach am Neckar,BW
806534014,Marburg,Stadt Marburg,HE
809777151,Marktoberdorf,Stadt Marktoberdorf,BY
809779177,Marktoffingen,Gemeinde Marktoffingen,BY
805366028,Mechernich,Stadt Mechernich,NR
801053088,Mechow,Gemeinde Mechow,SH
803355023,Mechtersen,Gemeinde Mechtersen,NS
807232077,Meckel,Gemeinde Meckel,RP
807133063,Meckenbach,Gemeinde Meckenbach,RP
808437076,Mengen,Stadt Mengen,BW
807140092,Mengerschied,Gemeinde Mengerschied,RP
