WARNCELLID,NAME,TYPED_NAME,STATE
801053020,Büchen,Gemeinde Büchen,SH
801051015,Bunsoh,Gemeinde Bunsoh,SH
805970008,Burbach,Gemeinde Burbach,NR
807232210,Burbach,Gemeinde Burbach,RP
807132015,Bürdenbach,Gemeinde Bürdenbach,RP
805774016,Büren,Stadt Büren,NR
807232022,Burg,Gemeinde Burg,RP
803359009,Burweg,Gemeinde Burweg,NS
813073014,Buschvitz,Gemeinde Buschvitz,MV
801059018,Busdorf,Gemeinde Busdorf,SH
807340003,Clausen,Gemeinde Clausen,RP
814522070,Claußnitz,Gemeinde Claußnitz,SN
803153018,Clausthal-Zellerfeld,Gemeinde Clausthal-Zellerfeld,NS
808125017,Cleebronn,Gemeinde Cleebronn,BW
803354002,Clenze,Gemeinde Clenze,NS
808225014,Buchen (Odenwald),Stadt Buchen (Odenwald),BW
808315020,Buchenbach,Gemeinde Buchenbach,BW
815086015,Burg,Stadt Burg,SA
801051016,Burg (Dithmarschen),Gemeinde Burg (Dithmarschen),SH
807231014,Burg (Mosel),Gemeinde Burg (Mosel),RP
806531003,Buseck,Gemeinde Buseck,HE
807340002,Busenberg,Gemeinde Busenberg,RP
807132017,Busenhausen,Gemeinde Busenhausen,RP
801051017,Busenwurth,Gemeinde Busenwurth,SH
808335015,Büsingen am Hochrhein,Gemeinde Büsingen am Hochrhein,BW
816065012,Clingen,Stadt Clingen,TH
803453004,Cloppenburg,Stadt Cloppenburg,NS
809463000,Coburg,Stadt Coburg,BY
809576117,Büchenbach,Gemeinde Büchenbach,BY
809780117,Buchenberg,Gemeinde Buchenberg,BY
807140024,Büchenbeuren,Gemeinde Büchenbeuren,RP
812071032,Burg (Spreewald),Gemeinde Burg (Spreewald),BB
813071021,Burg Stargard,Stadt Burg Stargard,MV
809774121,Burgau,Stadt Burgau,BY
803255502,Eimen,Gemeindefreies Gebiet Eimen,NS
803360007,Eimke,Gemeinde Eimke,NS
807339015,Eimsheim,Gemeinde Eimsheim,RP
803155013,Einbeck,Stadt Einbeck,NS
816074017,Eineborn,Gemeinde Eineborn,TH
801053026,Einhaus,Gemeinde Einhaus,SH
801053027,Elmenhorst,Gemeinde Elmenhorst,SH
801062016,Elmenhorst,Gemeinde Elmenhorst,SH
813073023,Elmenhorst,Gemeinde Elmenhorst,MV
813072030,Elmenhorst/Lichtenhagen,Gemeinde Elmenhorst/Lichtenhagen,MV
801056015,Elmshorn,Stadt Elmshorn,SH
803453005,Emstek,Gemeinde Emstek,NS
803361004,Emtinghausen,Gemeinde Emtinghausen,NS
809472133,Emtmannsberg,Gemeinde Emtmannsberg,BY
809277117,Egglham,Gemeinde Egglham,BY
809183115,Egglkofen,Gemeinde Egglkofen,BY
809474123,Eggolsheim,Gemeinde Eggolsheim,BY
806431006,Einhausen,Gemeinde Einhausen,HE
816066017,Einhausen,Gemeinde Einhausen,TH
807137023,Einig,Gemeinde Einig,RP
807336019,Einöllen,Gemeinde Einöllen,RP
807333018,Einselthum,Gemeinde Einselthum,RP
809187126,Eiselfing,Gemeinde Eiselfing,BY
807332014,Elmstein,Gemeinde Elmstein,RP
801051027,Elpersbüttel,Gemeinde Elpersbüttel,SH
803357013,Elsdorf,Gemeinde Elsdorf,NS
808316012,Endingen am Kaiserstuhl,Stadt Endingen am Kaiserstuhl,BW
807141037,Endlichhofen,Gemeinde Endlichhofen,RP
816076017,Endschütz,Gemeinde Endschütz,TH
803456003,Engden,Gemeinde Engden,NS
801054167,Enge-Sande,Gemeinde Enge-Sande,SH
801061027,Engelbrechtsche Wildnis,Gemeinde Engelbrechtsche Wildnis,SH
809187125,Eggstätt,Gemeinde Eggstätt,BY
801051026,Eggstedt,Gemeinde Eggstedt,SH
809275120,Eging a. See,Gemeinde Eging a. See,BY
809190121,Eglfing,Gemeinde Eglfing,BY
807232218,Eisenach,Gemeinde Eisenach,RP
816056000,Eisenach,Stadt Eisenach,TH
808315031,Eisenbach (Hochschwarzwald),Gemeinde Eisenbach (Hochschwarzwald),BW
805362016,Elsdorf,Stadt Elsdorf,NR
801058047,Elsdorf-Westermühlen,Gemeinde Elsdorf-Westermühlen,SH
809273163,Elsendorf,Gemeinde Elsendorf,BY
809189115,Engelsberg,Gemeinde Engelsberg,BY
808236013,Engelsbrand,Gemeinde Engelsbrand,BW
803359015,Engelschoff,Gemeinde Engelschoff,NS
809175453,Eglhartinger Forst,Gemeindefreies Gebiet Eglhartinger Forst,BY
809173120,Egling,Gemeinde Egling,BY
809181116,Egling a.d. Paar,Gemeinde Egling a.d. Paar,BY
809777125,Eisenberg,Gemeinde Eisenberg,BY
816074018,Eisenberg,Stadt Eisenberg,TH
807333019,Eisenberg (Pfalz),Stadt Eisenberg (Pfalz),RP
801058045,Eisendorf,Gemeinde Eisendorf,SH
809679167,Eisenheim,Gemeinde Eisenheim,BY
809676121,Elsenfeld,Gemeinde Elsenfeld,BY
803461004,Elsfleth,Stadt Elsfleth,NS
801061026,Elskop,Gemeinde Elskop,SH
808415019,Eningen unter Achalm,Gemeinde Eningen unter Achalm,BW
807335004,Enkenbach-Alsenborn,Gemeinde Enkenbach-Alsenborn,RP
807231029,Enkirch,Gemeinde Enkirch,RP
805954008,Ennepetal,Stadt Ennepetal,NR
805570020,Ennigerloh,Stadt Ennigerloh,NR
807235019,Ensch,Gemeinde Ensch,RP
809474124,Egloffstein,Gemeinde Egloffstein,BY
809175116,Egmating,Gemeinde Egmating,BY
809176122,Egweil,Gemeinde Egweil,BY
809185127,Ehekirchen,Gemeinde Ehekirchen,BY
812067120,Eisenhüttenstadt,Stadt Eisenhüttenstadt,BB
807231026,Eisenschmitt,Gemeinde Eisenschmitt,RP
814730120,Elsnig,Gemeinde Elsnig,SN
807143218,Elsoff (Westerwald),Gemeinde Elsoff (Westerwald),RP
815084130,Elsteraue,Gemeinde Elsteraue,SA
814523100,Elsterberg,Stadt Elsterberg,SN
814625120,Elsterheide,Gemeinde Elsterheide,SN
805374008,Engelskirchen,Gemeinde Engelskirchen,NR
807339016,Engelstadt,Gemeinde Engelstadt,RP
809574120,Engelthal,Gemeinde Engelthal,BY
809574453,Engelthaler Forst,Gemeindefreies Gebiet Engelthaler Forst,BY
809571141,Ehingen,Gemeinde Ehingen,BY
809772134,Ehingen,Gemeinde Ehingen,BY
808425033,Ehingen (Donau),Stadt Ehingen (Donau),BW
809779138,Ehingen a. Ries,Gemeinde Ehingen a. Ries,BY
807232030,Ehlenz,Gemeinde Ehlenz,RP
807138015,Ehlscheid,Gemeinde Ehlscheid,RP
816069012,Eisfeld,Stadt Eisfeld,TH
807141036,Eisighofen,Gemeinde Eisighofen,RP
808236011,Eisingen,Gemeinde Eisingen,BW
809679126,Eisingen,Gemeinde Eisingen,BY
815087130,Eisleben,Stadt Eisleben,SA
814729100,Elstertrebnitz,Gemeinde Elstertrebnitz,SN
812062124,Elsterwerda,Stadt Elsterwerda,BB
814625130,Elstra,Stadt Elstra,SN
814521180,Elterlein,Stadt Elterlein,SN
808335022,Engen,Stadt Engen,BW
805758008,Enger,Stadt Enger,NR
808415089,Engstingen,Gemeinde Engstingen,BW
801058044,Ehndorf,Gemeinde Ehndorf,SH
808115013,Ehningen,Gemeinde Ehningen,BW
807141035,Ehr,Gemeinde Ehr,RP
803151008,Ehra-Lessien,Gemeinde Ehra-Lessien,NS
816069009,Ehrenberg,Gemeinde Ehrenberg,TH
806631005,Ehrenberg (Rhön),Gemeinde Ehrenberg (Rhön),HE
808117019,Eislingen/Fils,Stadt Eislingen/Fils,BW
807143013,Eitelborn,Gemeinde Eitelborn,RP
809176124,Eitensheim,Gemeinde Eitensheim,BY
809674133,Eltmann,Stadt Eltmann,BY
806439003,Eltville am Rhein,Stadt Eltville am Rhein,HE
816068009,Elxleben,Gemeinde Elxleben,TH
816070013,Elxleben,Gemeinde Elxleben,TH
809371120,Ensdorf,Gemeinde Ensdorf,BY
810044123,Ensdorf,Gemeinde Ensdorf,SL
805974012,Ense,Gemeinde Ense,NR
803251015,Ehrenburg,Gemeinde Ehrenburg,NS
814521160,Ehrenfriedersdorf,Stadt Ehrenfriedersdorf,SN
808315131,Ehrenkirchen,Gemeinde Ehrenkirchen,BW
806631007,Eiterfeld,Gemeinde Eiterfeld,HE
805382016,Eitorf,Gemeinde Eitorf,NR
809177116,Eitting,Gemeinde Eitting,BY
806533006,Elz,Gemeinde Elz,HE
808316010,Elzach,Stadt Elzach,BW
807337020,Edenkoben,Stadt Edenkoben,RP
809779136,Ederheim,Gemeinde Ederheim,BY
806634002,Edermünde,Gemeinde Edermünde,HE
815087125,Edersleben,Gemeinde Edersleben,SA
806532008,Ehringshausen,Gemeinde Ehringshausen,HE
807336018,Ehweiler,Gemeinde Ehweiler,RP
809679124,Eibelstadt,Stadt Eibelstadt,BY
814521170,Eibenstock,Stadt Eibenstock,SN
813073022,Eixen,Gemeinde Eixen,MV
803158011,Elbe,Gemeinde Elbe,NS
815086035,Elbe-Parey,Gemeinde Elbe-Parey,SA
803254014,Elze,Stadt Elze,NS
808225117,Elztal,Gemeinde Elztal,BW
807336021,Elzweiler,Gemeinde Elzweiler,RP
803355016,Embsen,Gemeinde Embsen,NS
801058048,Embühren,Gemeinde Embühren,SH
806635009,Edertal,Gemeinde Edertal,HE
807337021,Edesheim,Gemeinde Edesheim,RP
807331018,Eich,Gemeinde Eich,RP
807132022,Eichelhardt,Gemeinde Eichelhardt,RP
807132023,Eichen,Gemeinde Eichen,RP
809371452,Eichen,Gemeindefreies Gebiet Eichen,BY
809179118,Eichenau,Gemeinde Eichenau,BY
807131021,Eichenbach,Gemeinde Eichenbach,RP
816069011,Eichenberg,Gemeinde Eichenberg,TH
807132024,Elben,Gemeinde Elben,RP
807143501,Elbingen,Gemeinde Elbingen,RP
803156006,Elbingerode,Gemeinde Elbingerode,NS
806533005,Elbtal,Gemeinde Elbtal,HE
808216012,Elchesheim-Illingen,Gemeinde Elchesheim-Illingen,BW
809775139,Elchingen,Gemeinde Elchingen,BY
807134022,Elchweiler,Gemeinde Elchweiler,RP
803402000,Emden,Stadt Emden,NS
808425035,Emeringen,Gemeinde Emeringen,BW
808425036,Emerkingen,Gemeinde Emerkingen,BW
809772137,Emersacker,Gemeinde Emersacker,BY
803451004,Edewecht,Gemeinde Edewecht,NS
807135024,Ediger-Eller,Gemeinde Ediger-Eller,RP
808226105,Edingen-Neckarhausen,Gemeinde Edingen-Neckarhausen,BW
816074016,Eichenberg,Gemeinde Eichenberg,TH
809676119,Eichenbühl,Gemeinde Eichenbühl,BY
809279113,Eichendorf,Gemeinde Eichendorf,BY
813076037,Eldena,Gemeinde Eldena,MV
803351008,Eldingen,Gemeinde Eldingen,NS
809672121,Elfershausen,Gemeinde Elfershausen,BY
816070011,Elgersburg,Gemeinde Elgersburg,TH
801058049,Emkendorf,Gemeinde Emkendorf,SH
816067013,Emleben,Gemeinde Emleben,TH
803456002,Emlichheim,Gemeinde Emlichheim,NS
807232031,Emmelbaum,Gemeinde Emmelbaum,RP
801054166,Emmelsbüll-Horsbüll,Gemeinde Emmelsbüll-Horsbüll,SH
809187124,Edling,Gemeinde Edling,BY
816061027,Effelder,Gemeinde Effelder,TH
809474122,Effeltrich,Gemeinde Effeltrich,BY
808336014,Efringen-Kirchen,Gemeinde Efringen-Kirchen,BW
806631006,Eichenzell,Gemeinde Eichenzell,HE
814523080,Eichigt,Gemeinde Eichigt,SN
801054026,Elisabeth-Sophien-Koog,Gemeinde Elisabeth-Sophien-Koog,SH
807132025,Elkenroth,Gemeinde Elkenroth,RP
816070012,Elleben,Gemeinde Elleben,TH
814523090,Ellefeld,Gemeinde Ellefeld,SN
807134023,Ellenberg,Gemeinde Ellenberg,RP
808136018,Ellenberg,Gemeinde Ellenberg,BW
807140036,Emmelshausen,Stadt Emmelshausen,RP
808316011,Emmendingen,Stadt Emmendingen,BW
803360008,Emmendorf,Gemeinde Emmendorf,NS
815089075,Egeln,Stadt Egeln,SA
806438003,Egelsbach,Gemeinde Egelsbach,HE
808235022,Egenhausen,Gemeinde Egenhausen,BW
809179117,Egenhofen,Gemeinde Egenhofen,BY
809176123,Eichstätt,Stadt Eichstätt,BY
815090135,Eichstedt (Altmark),Gemeinde Eichstedt (Altmark),SA
808436027,Eichstegen,Gemeinde Eichstegen,BW
807143015,Ellenhausen,Gemeinde Ellenhausen,RP
807135025,Ellenz-Poltersdorf,Gemeinde Ellenz-Poltersdorf,RP
801060019,Ellerau,Gemeinde Ellerau,SH
801056013,Ellerbek,Gemeinde Ellerbek,SH
801058046,Ellerdorf,Gemeinde Ellerdorf,SH
801056014,Ellerhoop,Gemeinde Ellerhoop,SH
805154008,Emmerich am Rhein,Stadt Emmerich am Rhein,NR
809175136,Emmering,Gemeinde Emmering,BY
809179119,Emmering,Gemeinde Emmering,BY
808327013,Egesheim,Gemeinde Egesheim,BW
803353009,Egestorf,Gemeinde Egestorf,NS
809778130,Egg a.d. Günz,Gemeinde Egg a.d. Günz,BY
801059107,Eggebek,Gemeinde Eggebek,SH
808315030,Eichstetten am Kaiserstuhl,Gemeinde Eichstetten am Kaiserstuhl,BW
816061028,Eichstruth,Gemeinde Eichstruth,TH
809471453,Eichwald,Gemeindefreies Gebiet Eichwald,BY
812061112,Eichwalde,Gemeinde Eichwalde,BB
803358006,Eickeloh,Gemeinde Eickeloh,NS
803351007,Eicklingen,Gemeinde Eicklingen,NS
807140035,Ellern (Hunsrück),Gemeinde Ellern (Hunsrück),RP
816068008,Ellersleben,Gemeinde Ellersleben,TH
807332013,Ellerstadt,Gemeinde Ellerstadt,RP
809772136,Ellgau,Gemeinde Ellgau,BY
808125024,Ellhofen,Gemeinde Ellhofen,BW
801054027,Ellhöft,Gemeinde Ellhöft,SH
803252005,Emmerthal,Gemeinde Emmerthal,NS
809171114,Emmerting,Gemeinde Emmerting,BY
807132026,Emmerzhausen,Gemeinde Emmerzhausen,RP
809277116,Eggenfelden,Stadt Eggenfelden,BY
808215102,Eggenstein-Leopoldshafen,Gemeinde Eggenstein-Leopoldshafen,BW
809777124,Eggenthal,Gemeinde Eggenthal,BY
808335021,Eigeltingen,Gemeinde Eigeltingen,BW
814730110,Eilenburg,Stadt Eilenburg,SN
807232217,Eilscheid,Gemeinde Eilscheid,RP
809577125,Ellingen,Stadt Ellingen,BY
816066018,Ellingshausen,Gemeinde Ellingshausen,TH
801059023,Ellingstedt,Gemeinde Ellingstedt,SH
808327057,Emmingen-Liptingen,Gemeinde Emmingen-Liptingen,BW
816063023,Empfertshausen,Gemeinde Empfertshausen,TH
808237024,Empfingen,Gemeinde Empfingen,BW
803454010,Emsbüren,Gemeinde Emsbüren,NS
803459016,Eggermühlen,Gemeinde Eggermühlen,NS
813075031,Eggesin,Stadt Eggesin,MV
808337124,Eggingen,Gemeinde Eggingen,BW
815083190,Eilsleben,Gemeinde Eilsleben,SA
803254013,Eime,Gemeinde Eime,NS
808336019,Eimeldingen,Gemeinde Eimeldingen,BW
803255012,Eimen,Gemeinde Eimen,NS
816062005,Ellrich,Stadt Ellrich,TH
807233021,Ellscheid,Gemeinde Ellscheid,RP
808136019,Ellwangen (Jagst),Stadt Ellwangen (Jagst),BW
807134024,Ellweiler,Gemeinde Ellweiler,RP
809774133,Ellzee,Gemeinde Ellzee,BY
805566008,Emsdetten,Stadt Emsdetten,NR
809575121,Emskirchen,Gemeinde Emskirchen,BY
807133026,Dorsheim,Gemeinde Dorsheim,RP
803158010,Dorstadt,Gemeinde Dorstadt,NS
805562012,Dorsten,Stadt Dorsten,NR
807140031,Dörth,Gemeinde Dörth,RP
805913000,Dortmund,Stadt Dortmund,NR
803361003,Dörverden,Gemeinde Dörverden,NS
803254037,Duingen,Gemeinde Duingen,NS
805112000,Duisburg,Stadt Duisburg,NR
805558016,Dülmen,Stadt Dülmen,NR
809377115,Ebnath,Gemeinde Ebnath,BY
809471128,Ebrach,Gemeinde Ebrach,BY
809471452,Ebracher Forst,Gemeindefreies Gebiet Ebracher Forst,BY
808315028,Ebringen,Gemeinde Ebringen,BW
813076033,Dobin am See,Gemeinde Dobin am See,MV
816077003,Dobitschen,Gemeinde Dobitschen,TH
816071013,Döbritschen,Gemeinde Döbritschen,TH
816075016,Döbritz,Gemeinde Döbritz,TH
807232026,Dockendorf,Gemeinde Dockendorf,RP
807233018,Dockweiler,Gemeinde Dockweiler,RP
808126020,Dörzbach,Gemeinde Dörzbach,BW
816073017,Döschnitz,Gemeinde Döschnitz,TH
808226012,Dossenheim,Gemeinde Dossenheim,BW
803458003,Dötlingen,Gemeinde Dötlingen,NS
813076036,Dümmer,Gemeinde Dümmer,MV
813072029,Dummerstorf,Gemeinde Dummerstorf,MV
807131501,Dümpelfeld,Gemeinde Dümpelfeld,RP
806534008,Ebsdorfergrund,Gemeinde Ebsdorfergrund,HE
803360006,Ebstorf,Gemeinde Ebstorf,NS
803355015,Echem,Gemeinde Echem,NS
809178120,Eching,Gemeinde Eching,BY
807231023,Dodenburg,Gemeinde Dodenburg,RP
808337032,Dogern,Gemeinde Dogern,BW
809475120,Döhlau,Gemeinde Döhlau,BY
807233019,Dohm-Lammersdorf,Gemeinde Dohm-Lammersdorf,RP
814628070,Dohma,Gemeinde Dohma,SN
808417016,Dotternhausen,Gemeinde Dotternhausen,BW
807138013,Döttesfeld,Gemeinde Döttesfeld,RP
812071052,Drachhausen,Gemeinde Drachhausen,BB
809276120,Drachselsried,Gemeinde Drachselsried,BY
808117016,Drackenstein,Gemeinde Drackenstein,BW
807135022,Dünfus,Gemeinde Dünfus,RP
807135023,Düngenheim,Gemeinde Düngenheim,RP
808325014,Dunningen,Gemeinde Dunningen,BW
803458004,Dünsen,Gemeinde Dünsen,NS
801054025,Dunsum,Gemeinde Dunsum,SH
803462002,Dunum,Gemeinde Dunum,NS
809274124,Eching,Gemeinde Eching,BY
809181115,Eching am Ammersee,Gemeinde Eching am Ammersee,BY
807232028,Echternacherbrück,Gemeinde Echternacherbrück,RP
807232029,Echtershausen,Gemeinde Echtershausen,RP
806440006,Echzell,Gemeinde Echzell,HE
814628080,Dohna,Stadt Dohna,SN
807135021,Dohr,Gemeinde Dohr,RP
803353006,Dohren,Gemeinde Dohren,NS
803454009,Dohren,Gemeinde Dohren,NS
801054023,Drage,Gemeinde Drage,SH
801061024,Drage,Gemeinde Drage,SH
803353007,Drage,Gemeinde Drage,NS
813074020,Dragun,Gemeinde Dragun,MV
816064014,Dünwald,Gemeinde Dünwald,TH
807336017,Dunzweiler,Gemeinde Dunzweiler,RP
807233211,Duppach,Gemeinde Duppach,RP
809780120,Durach,Gemeinde Durach,BY
808317021,Durbach,Gemeinde Durbach,BW
808327011,Dürbheim,Gemeinde Dürbheim,BW
809172452,Eck,Gemeindefreies Gebiet Eck,BY
815084125,Eckartsberga,Stadt Eckartsberga,SA
807331017,Eckelsheim,Gemeinde Eckelsheim,RP
807133028,Eckenroth,Gemeinde Eckenroth,RP
813072027,Dolgen am See,Gemeinde Dolgen am See,MV
807339013,Dolgesheim,Gemeinde Dolgesheim,RP
803359012,Dollern,Gemeinde Dollern,NS
801059106,Dollerup,Gemeinde Dollerup,SH
809176121,Dollnstein,Gemeinde Dollnstein,BY
812061097,Drahnsdorf,Gemeinde Drahnsdorf,BB
803256005,Drakenburg,Gemeinde Drakenburg,NS
803152006,Dransfeld,Stadt Dransfeld,NS
808327012,Durchhausen,Gemeinde Durchhausen,BW
805358008,Düren,Stadt Düren,NR
808136015,Durlangen,Gemeinde Durlangen,BW
808426035,Dürmentingen,Gemeinde Dürmentingen,BW
808216009,Durmersheim,Gemeinde Durmersheim,BW
809371119,Edelsfeld,Gemeinde Edelsfeld,BY
803157001,Edemissen,Gemeinde Edemissen,NS
801059021,Dollrottfeld,Gemeinde Dollrottfeld,SH
816067011,Döllstädt,Gemeinde Döllstädt,TH
809571137,Dombühl,Gemeinde Dombühl,BY
813076034,Dömitz,Stadt Dömitz,MV
813073019,Dranske,Gemeinde Dranske,MV
816075018,Dreba,Gemeinde Dreba,TH
814521150,Drebach,Gemeinde Drebach,SN
808117017,Dürnau,Gemeinde Dürnau,BW
808426036,Dürnau,Gemeinde Dürnau,BW
809273451,Dürnbucher Forst,Gemeindefreies Gebiet Dürnbucher Forst,BY
814626070,Dürrhennersdorf,Gemeinde Dürrhennersdorf,SN
807138014,Dürrholz,Gemeinde Dürrholz,RP
809774127,Dürrlauingen,Gemeinde Dürrlauingen,BY
809572121,Eckental,Gemeinde Eckental,BY
801058043,Eckernförde,Stadt Eckernförde,SH
809472131,Eckersdorf,Gemeinde Eckersdorf,BY
807140202,Dommershausen,Gemeinde Dommershausen,RP
814730090,Dommitzsch,Stadt Dommitzsch,SN
813076035,Domsühl,Gemeinde Domsühl,MV
808326012,Donaueschingen,Stadt Donaueschingen,BW
809375130,Donaustauf,Gemeinde Donaustauf,BY
803251013,Drebber,Gemeinde Drebber,NS
812071057,Drebkau,Stadt Drebkau,BB
813073020,Drechow,Gemeinde Drechow,MV
807233210,Drees,Gemeinde Drees,RP
814628100,Dürrröhrsdorf-Dittersbach,Gemeinde Dürrröhrsdorf-Dittersbach,SN
809571139,Dürrwangen,Gemeinde Dürrwangen,BY
805111000,Düsseldorf,Stadt Düsseldorf,NR
808416011,Dußlingen,Gemeinde Dußlingen,BW
801053025,Duvensee,Gemeinde Duvensee,SH
807134021,Eckersweiler,Gemeinde Eckersweiler,RP
807231025,Eckfeld,Gemeinde Eckfeld,RP
801061025,Ecklak,Gemeinde Ecklak,SH
816061026,Ecklingerode,Gemeinde Ecklingerode,TH
816068007,Eckstedt,Gemeinde Eckstedt,TH
801051024,Eddelak,Gemeinde Eddelak,SH
809779131,Donauwörth,Stadt Donauwörth,BY
816065013,Donndorf,Gemeinde Donndorf,TH
809678124,Donnersdorf,Gemeinde Donnersdorf,BY
807340007,Donsieders,Gemeinde Donsieders,RP
812068109,Dreetz,Gemeinde Dreetz,BB
813072028,Dreetz,Gemeinde Dreetz,MV
801060018,Dreggers,Gemeinde Dreggers,SH
812071060,Drehnow,Gemeinde Drehnow,BB
816065014,Ebeleben,Stadt Ebeleben,TH
809674129,Ebelsbach,Gemeinde Ebelsbach,BY
816061025,Dingelstädt,Stadt Dingelstädt,TH
801051022,Dingen,Gemeinde Dingen,SH
809279112,Dingolfing,Stadt Dingolfing,BY
809678122,Dingolshausen,Gemeinde Dingolshausen,BY
816069008,Dingsleben,Gemeinde Dingsleben,TH
809571136,Dinkelsbühl,Stadt Dinkelsbühl,BY
808117015,Donzdorf,Stadt Donzdorf,BW
805766024,Dörentrup,Gemeinde Dörentrup,NR
816067086,Drei Gleichen,Gemeinde Drei Gleichen,TH
806438002,Dreieich,Stadt Dreieich,HE
807143215,Dreifelden,Gemeinde Dreifelden,RP
814730100,Dreiheide,Gemeinde Dreiheide,SN
809478120,Ebensfeld,Gemeinde Ebensfeld,BY
816063019,Ebenshausen,Gemeinde Ebenshausen,TH
808436024,Ebenweiler,Gemeinde Ebenweiler,BW
808226013,Eberbach,Stadt Eberbach,BW
809772131,Dinkelscherben,Gemeinde Dinkelscherben,BY
803460003,Dinklage,Stadt Dinklage,NS
813074019,Dorf Mecklenburg,Gemeinde Dorf Mecklenburg,MV
814522090,Dorfchemnitz,Gemeinde Dorfchemnitz,SN
807143011,Dreikirchen,Gemeinde Dreikirchen,RP
807231024,Dreis,Gemeinde Dreis,RP
807233020,Dreis-Brück,Gemeinde Dreis-Brück,RP
807143216,Dreisbach,Gemeinde Dreisbach,RP
807333017,Dreisen,Gemeinde Dreisen,RP
809672451,Dreistelzer Forst,Gemeindefreies Gebiet Dreistelzer Forst,BY
816075019,Dreitzsch,Gemeinde Dreitzsch,TH
808118012,Eberdingen,Gemeinde Eberdingen,BW
809190120,Eberfing,Gemeinde Eberfing,BY
803152008,Ebergötzen,Gemeinde Ebergötzen,NS
805170008,Dinslaken,Stadt Dinslaken,NR
807331014,Dintesheim,Gemeinde Dintesheim,RP
816063017,Dippach,Gemeinde Dippach,TH
806631003,Dipperz,Gemeinde Dipperz,HE
814628060,Dippoldiswalde,Stadt Dippoldiswalde,SN
809177115,Dorfen,Stadt Dorfen,BY
814628090,Dorfhain,Gemeinde Dorfhain,SN
809473120,Dörfles-Esbach,Gemeinde Dörfles-Esbach,BY
809676118,Dorfprozelten,Gemeinde Dorfprozelten,BY
801054024,Drelsdorf,Gemeinde Drelsdorf,SH
805570016,Drensteinfurt,Stadt Drensteinfurt,NR
803251014,Drentwede,Gemeinde Drentwede,NS
808426038,Eberhardzell,Gemeinde Eberhardzell,BW
803254012,Eberholzen,Gemeinde Eberholzen,NS
809371118,Ebermannsdorf,Gemeinde Ebermannsdorf,BY
809778127,Dirlewang,Gemeinde Dirlewang,BY
807332010,Dirmstein,Gemeinde Dirmstein,RP
808135010,Dischingen,Gemeinde Dischingen,BW
805162004,Dormagen,Stadt Dormagen,NR
808417015,Dormettingen,Gemeinde Dormettingen,BW
809474119,Dormitz,Gemeinde Dormitz,BY
809572453,Dormitzer Forst,Gemeindefreies Gebiet Dormitzer Forst,BY
807339201,Dorn-Dürkheim,Gemeinde Dorn-Dürkheim,RP
813073021,Dreschvitz,Gemeinde Dreschvitz,MV
814612000,Dresden,Stadt Dresden,SN
803353008,Drestedt,Gemeinde Drestedt,NS
806532007,Driedorf,Gemeinde Driedorf,HE
816073021,Dröbischau,Gemeinde Dröbischau,TH
809474121,Ebermannstadt,Stadt Ebermannstadt,BY
809674130,Ebern,Stadt Ebern,BY
807143012,Ebernhahn,Gemeinde Ebernhahn,RP
812071041,Dissen-Striesow,Gemeinde Dissen-Striesow,BB
803459015,Dissen am Teutoburger Wald,Stadt Dissen am Teutoburger Wald,NS
815085090,Ditfurt,Gemeinde Ditfurt,SA
807137019,Ditscheid,Gemeinde Ditscheid,RP
809678123,Dittelbrunn,Gemeinde Dittelbrunn,BY
807141030,Dörnberg,Gemeinde Dörnberg,RP
806533004,Dornburg,Gemeinde Dornburg,HE
816074011,Dornburg-Camburg,Stadt Dornburg-Camburg,TH
803359013,Drochtersen,Gemeinde Drochtersen,NS
816077004,Drogen,Gemeinde Drogen,TH
816073107,Drognitz,Gemeinde Drognitz,TH
814627030,Ebersbach,Gemeinde Ebersbach,SN
808436093,Ebersbach-Musbach,Gemeinde Ebersbach-Musbach,BW
814626085,Ebersbach-Neugersdorf,Stadt Ebersbach-Neugersdorf,SN
807331015,Dittelsheim-Heßloch,Gemeinde Dittelsheim-Heßloch,RP
809577122,Dittenheim,Gemeinde Dittenheim,BY
816075014,Dittersdorf,Gemeinde Dittersdorf,TH
807336016,Dittweiler,Gemeinde Dittweiler,RP
808118011,Ditzingen,Stadt Ditzingen,BW
808325012,Dornhan,Stadt Dornhan,BW
816070008,Dornheim,Gemeinde Dornheim,TH
807141033,Dornholzhausen,Gemeinde Dornholzhausen,RP
801057017,Dörnick,Gemeinde Dörnick,SH
805966008,Drolshagen,Stadt Drolshagen,NR
815084115,Droyßig,Gemeinde Droyßig,SA
801053024,Düchelsdorf,Gemeinde Düchelsdorf,SH
813075029,Ducherow,Gemeinde Ducherow,MV
808117018,Ebersbach an der Fils,Stadt Ebersbach an der Fils,BW
809175115,Ebersberg,Stadt Ebersberg,BY
809175452,Ebersberger Forst,Gemeindefreies Gebiet Ebersberger Forst,BY
806631004,Ebersburg,Gemeinde Ebersburg,HE
813073018,Divitz-Spoldershagen,Gemeinde Divitz-Spoldershagen,MV
813076032,Dobbertin,Gemeinde Dobbertin,MV
813072026,Dobbin-Linstow,Gemeinde Dobbin-Linstow,MV
808235018,Dobel,Gemeinde Dobel,BW
808425031,Dornstadt,Gemeinde Dornstadt,BW
809779452,Dornstadt-Linkersbaindt,Gemeindefreies Gebiet Dornstadt-Linkersbaindt,BY
